SEARCH_ENGLISH|QUIZ_ENGLISH|SUBSECTION_ENGLISH|SEARCH_SPANISH|QUIZ_SPANISH|SUBSECTION_SPANISH|SEARCH_FRENCH|QUIZ_FRENCH|SUBSECTION_FRENCH|SEARCH_ITALIAN|QUIZ_ITALIAN|SUBSECTION_ITALIAN|SEARCH_CHINESE|QUIZ_CHINESE|SUBSECTION_CHINESE|SEARCH_ARABIC|QUIZ_ARABIC|SUBSECTION_ARABIC|SEARCH_RUSSIAN|QUIZ_RUSSIAN|SUBSECTION_RUSSIAN|X-Axis|Y-Axis|SOURCE IMAGE|SECTION
Gastrointestinal Tract, Colon, Mucosa Muscularis|Muscularis Mucosa|Colon Structure|Tracto Gastrointestinal, Colon, Mucosa Muscular|Muscularis Mucosa|Estructura de Colon|Tractus Gastro-Intestinal, Colon, Mucosa Muscularis|Muscularis Mucosa|Structure du Côlon|Tratto Gastrointestinale, Colon, Muscularis Mucusae|Muscularis Mucosae|Colon Struttura|胃肠道，结肠，肌层粘膜|肌层粘膜|结肠结构|الجهاز الهضمي، القولون، الغشاء المخاطي العضلي|الغشاء المخاطي العضلي|هيكل كولون|Желудочно-кишечный тракт, Толстая кишка, мышечный слой слизистой оболочки|мышечный слой слизистой оболочки|Колонная Структура|221|1001|10 - INTESTINES - 03.jpg|10 - Intestines
Gastrointestinal Tract, Colon, Mucosa Lymphatic Tissue|Mucosa Lymphatic Tissue|Colon Structure|Tracto Gastrointestinal, Colon, Tejido Linfático Mucosa|Tejido Linfático Mucosa|Estructura de Colon|Tractus Gastro-Intestinal, Colon, Muqueuse Tissu Lymphatique|Muqueuse du tissu lymphatique|Structure du Côlon|Tratto Gastrointestinale, Colon, Mucosa Tessuto Linfatico|Tessuto Linfatico Delle Mucose|Colon Struttura|胃肠道，结肠，粘膜淋巴组织|粘膜淋巴组织|结肠结构|الجهاز الهضمي، القولون، الغشاء المخاطي الأنسجة اللمفاوية|الغشاء المخاطي الأنسجة اللمفاوية|هيكل كولون|Желудочно-кишечный тракт, Толстая кишка, лимфатическая ткань слизистой оболочки|лимфатическая ткань слизистой оболочки|Колонная Структура|311|1097|10 - INTESTINES - 03.jpg|10 - Intestines
Gastrointestinal Tract, Colon, Mucosa Gland|Gland In Mucosa|Colon Structure|Tracto Gastrointestinal, Colon, Glándula Mucosa|Glándula Mucosa|Estructura de Colon|Tractus Gastro-Intestinal, Côlon, Glande À Muqueuse|Muqueuse de la glande |Structure du Côlon|Tratto Gastrointestinale, Colon, Ghiandola Mucosa|Ghiandola Mucosa|Colon Struttura|胃肠道，结肠，粘膜腺|黏膜膜|结肠结构|الجهاز الهضمي، القولون، الغدة المخاطية|الغدة المخاطية|هيكل كولون|Желудочно-кишечный тракт, Толстая кишка, железы в слизистой оболочке|железы в слизистой оболочке|Колонная Структура|245|1070|10 - INTESTINES - 03.jpg|10 - Intestines
Gastrointestinal Tract, Colon, Mucosa Duct|Duct in Mucosa|Colon Structure|Tracto Gastrointestinal, Colon, Conducto en Mucosa|Conducto en Mucosa|Estructura de Colon|Tractus Gastro-Intestinal, Côlon, Conduit De la muqueuse|Muqueuse du conduit|Structure du Côlon|Tratto Gastrointestinale, Colon, Dotto nella Mucosa|Dotto Nella Mucosa|Colon Struttura|胃肠道，结肠，黏膜导管|黏膜导管|结肠结构|الجهاز الهضمي، القولون، القناة المخاطيه|القناة المخاطيه|هيكل كولون|Желудочно-кишечный тракт, Толстая кишка, слизистый проток|слизистый проток|Колонная Структура|341|1205|10 - INTESTINES - 03.jpg|10 - Intestines
Gastrointestinal Tract, Colon, Submucosa|Submucosa|Colon Structure|Tracto Gastrointestinal, Colon, Submucosa|Submucosa|Estructura de Colon|Tractus Gastro-Intestinal, Colon, Sous-muqueuse|Sous-muqueuse|Structure du Côlon|Tratto Gastrointestinale, Colon, Submucosa|Sottomucosa|Colon Struttura|胃肠道，结肠，粘膜下层|粘膜下层|结肠结构|الجهاز الهضمي، القولون، تحت المخاطيه|تحت المخاطيه|هيكل كولون|Желудочно-кишечный тракт, Толстая кишка, подслизистая основа|подслизистая основа|Колонная Структура|437|866|10 - INTESTINES - 03.jpg|10 - Intestines
Gastrointestinal Tract, Colon, Submucosa Glands|Glands in Submucosa|Colon Structure|Tracto Gastrointestinal, Colon, Glándulas en Submucosa|Glándulas en Submucosa|Estructura de Colon|Tractus Gastro-Intestinal, Côlon, Glandes sous muqueuses|Glandes dans la sous-muqueuse|Structure du Côlon|Tratto Gastrointestinale, Colon, Ghiandole Submucose|Ghiandole Submucose|Colon Struttura|胃肠道，结肠，粘膜下腺|粘膜下腺|结肠结构|الجهاز الهضمي، القولون، الغدد تحت المخاطيه|الغدد تحت المخاطيه|هيكل كولون|Желудочно-кишечный тракт, Толстая кишка, железы в подслизистой основе|Железы в подслизистой основе|Колонная Структура|401|1160|10 - INTESTINES - 03.jpg|10 - Intestines
Gastrointestinal Tract, Colon, Submucosa Plexus|Submucosa Plexus|Colon Structure|Tracto Gastrointestinal, Colon, Submucosa, Plexo|Plexo en Submucosa|Estructura de Colon|Tractus Gastro-Intestinal, Côlon, Plexus Sous-Muqueux|Plexus sous-muqueux|Structure du Côlon|Tratto Gastrointestinale, Colon, Plesso Di Submucosa|Plesso Sottomucoso|Colon Struttura|胃肠道，结肠，粘膜下神经丛|粘膜下神经丛|结肠结构|الجهاز الهضمي، القولون، الضفيرة تحت المخاطيه|الضفيرة تحت المخاطيه|هيكل كولون|Желудочно-кишечный тракт, Толстая кишка, подслизистое сплетение|подслизистое спетение|Колонная Структура|704|758|10 - INTESTINES - 03.jpg|10 - Intestines
Gastrointestinal Tract, Colon, Muscularis Circular Muscle|Circular Muscularis Muscle|Colon Structure|Tracto Gastrointestinal, Colon, Músculo Muscular Circular|Músculo Circular|Estructura de Colon|Tractus Gastro-Intestinal, Colon, Muscle circulaire|Muscle circulaire|Structure du Côlon|Tratto Gastrointestinale, Colon, Muscolatura Circolare|Muscolatura Circolare|Colon Struttura|胃肠道，结肠，圆形粘膜肌肉|圆形粘膜肌肉|结肠结构|الجهاز الهضمي، القولون، العضلات  الدائرية|العضلات الدائرية|هيكل كولون|Желудочно-кишечный тракт, Толстая кишка, круговая мышца мышечной оболочки|круговая мышца мышечной оболочки|Колонная Структура|728|1190|10 - INTESTINES - 03.jpg|10 - Intestines
Gastrointestinal Tract, Colon, Muscularis Longitudinal Muscle|Longitudinal Muscularis Muscle|Colon Structure|Tracto Gastrointestinal, Colon, Músculo Largaitudinal de Muscularis|Músculo Muscularis Largoitudinal|Estructura de Colon|Tractus Gastro-Intestinal, Côlon, Muscle Longitudinal Musculeux|Muscle Longitudinal|Structure du Côlon|Tratto Gastrointestinale, Colon, Muscoli della Muscolatura Longitudinale|Muscolatura Longitudinale|Colon Struttura|胃肠道，结肠，粘膜纵向肌肉|粘膜纵向肌肉|结肠结构|الجهاز الهضمي، القولون، العضلات الطولية|العضلات الطولية|هيكل كولون|Желудочно-кишечный тракт, Толстая кишка, Продольная Мышца мышечной оболочки|Продольная мышца мышечной оболочки|Колонная Структура|785|1193|10 - INTESTINES - 03.jpg|10 - Intestines
Gastrointestinal Tract, Colon, Serosa Areolar Connective Tissue|Areolar Connective Tissue in Serosa|Colon Structure|Tracto Gastrointestinal, Colon, Tejido Conectivo Areolar de Serosa|Tejido Conectivo Areolar en Serosa|Estructura de Colon|Tractus Gastro-Intestinal, Colon, Tissu conjonctif de la séreuse|Tissu conjonctif aréolaire de la séreuse |Structure du Côlon|Tratto Gastrointestinale, Colon, Tessuto Connettivo Areolare Nella Sierosa|Tessuto Connettivo Areolare Nella Sierosa|Colon Struttura|胃肠道，结肠，浆膜乳晕结缔组织|乳晕结缔组织浆膜|结肠结构|الجهاز الهضمي، القولون، النسيج الضام المصلي|النسيج الضام المصلي|هيكل كولون|Желудочно-кишечный тракт, Толстая кишка, ареолярная соединительная ткань в серозной оболочке|ареолярная соединительная ткань в серозной оболочке|Колонная Структура|893|1073|10 - INTESTINES - 03.jpg|10 - Intestines
Gastrointestinal Tract, Colon, Serosa Epithelium|Epithelium of Serosa|Colon Structure|Tracto Gastrointestinal, Colon, Epitelio de Serosa|Epitelio de Serosa|Estructura de Colon|Tractus Gastro-Intestinal, Colon, Sereuse|Epithélium de la séreuse|Structure du Côlon|Tratto Gastrointestinale, Colon, Epitelio della Sierosa|Epitelio Della Sierosa|Colon Struttura|胃肠道，结肠，浆膜上皮|浆膜上皮|结肠结构|الجهاز الهضمي، القولون، الغشاء الظاهري المصلي|الغشاء الظاهري المصلي|هيكل كولون|Желудочно-кишечный тракт, Толстая кишка, серозный эпителий|серозный эпителий|Колонная Структура|902|1133|10 - INTESTINES - 03.jpg|10 - Intestines
Gastrointestinal Tract, Colon, Myenteric Plexus|Myenteric Plexus|Colon Structure|Tracto Gastrointestinal, Colon, Plexo Mientérico|Plexo Mientérico|Estructura de Colon|Tractus Gastro-Intestinal, Côlon, Plexus Myentérique|Plexus myentérique|Structure du Côlon|Tratto Gastrointestinale, Colon, Plesso Mioenterico|Plesso Mioenterico|Colon Struttura|胃肠道，结肠，肌间神经丛|肌间神经丛|结肠结构|الجهاز الهضمي، القولون، الضفيرة العضليه المعويه|الضفيرة العضليه المعويه|هيكل كولون|Желудочно-кишечный тракт, Толстая кишка, мышечно-кишечное сплетение|мышечно-кишечное сплетение|Колонная Структура|863|1004|10 - INTESTINES - 03.jpg|10 - Intestines
Gastrointestinal Tract, Colon, Nerve|Nerve in GI Tract|Colon Structure|Tracto Gastrointestinal, Colon, Nervio|Nervio en el Tracto Gastrointestinal|Estructura de Colon|Tractus Gastro-Intestinal, Côlon, Nerf|Nerf dans le tractus gastro-intestinal|Structure du Côlon|Tratto Gastrointestinale, Colon, Nervo|Nervo Nel Tratto Gi|Colon Struttura|胃肠道，结肠，神经|胃肠道神经|结肠结构|الجهاز الهضمي، القولون، العصب|عصب القناة الهضمية|هيكل كولون|Желудочно-кишечный тракт, Толстая кишка, нерв|Нерв в ЖКТ|Колонная Структура|968|662|10 - INTESTINES - 03.jpg|10 - Intestines
Gastrointestinal Tract, Colon, Artery|Artery in GI Tract|Colon Structure|Tracto Gastrointestinal, Colon, Arteria|Arteria en el Tracto Gastrointestinal|Estructura de Colon|Tractus Gastro-Intestinal, Côlon, Artery|Artère dans le tractus gastro-intestinal|Structure du Côlon|Tratto Gastrointestinale, Colon, Arteria|Arteria Nel Tratto Gi|Colon Struttura|胃肠道，结肠，动脉|胃肠道动脉|结肠结构|الجهاز الهضمي، القولون، الشريان|شريان القناة الهضمية|هيكل كولون|Желудочно-кишечный тракт, Толстая кишка, артерия|Артерия в ЖКТ|Колонная Структура|1016|545|10 - INTESTINES - 03.jpg|10 - Intestines
Gastrointestinal Tract, Colon, Vein|Vein in GI Tract|Colon Structure|Tracto Gastrointestinal, Colon, Vena|Vena en el Tracto Gastrointestinal|Estructura de Colon|Tractus Gastro-Intestinal, Côlon, Veine|Veine dans le tractus gastro-intestinal|Structure du Côlon|Tratto Gastrointestinale, Colon, Vena|Vena Nel Tratto Gi|Colon Struttura|胃肠道，结肠，静脉|胃肠道静脉|结肠结构|الجهاز الهضمي، القولون، الوريد|وريد القناة الهضمية|هيكل كولون|Желудочно-кишечный тракт, Толстая кишка, вена|Вена в Желудочно-кишечном тракте|Колонная Структура|1067|437|10 - INTESTINES - 03.jpg|10 - Intestines
Gastrointestinal Tract, Colon, Mesentery|Mesentery around GI Tract|Colon Structure|Tracto Gastrointestinal, Colon, Mesenterio|Mesenterio Alrededor del Tracto Gastrointestinal|Estructura de Colon|Tractus Gastro-Intestinal, Côlon, Mésentère|Mésentère autour du tractus gastro-intestinal|Structure du Côlon|Tratto Gastrointestinale, Colon, Mesentere|Mesentere Che Riveste Il Tratto Gi|Colon Struttura|胃肠道，结肠，胃肠道肠系膜|胃肠道肠系膜|结肠结构|الجهاز الهضمي، القولون، مساريقي|مساريقي حول القناة الهضمية|هيكل كولون|Желудочно-кишечный тракт, Толстая кишка, брыжейка|Брыжейка вокруг ЖКТ|Колонная Структура|1049|269|10 - INTESTINES - 03.jpg|10 - Intestines
Gastrointestinal Tract Pathology, Intestinal Crypt in Crohn's Disease|Intestinal Crypt in Crohn's Disease||Patología del Tracto Gastrointestinal, Cripta Intestinal en la Enfermedad de Crohn|Cripta Intestinal en la Enfermedad de Crohn||Pathologie Du Tractus Gastro-Intestinal, Crypte Intestinale Dans La Maladie De Crohn|Crypte intestinale dans la maladie de Crohn||Patologia Del Tratto Gastrointestinale, Cripta Intestinale Nella Malattia Di Crohn|Cripta Intestinale Nella Malattia Di Crohn||胃肠道病理学，克罗恩病肠道隐窝|克罗恩氏病肠道隐窝||أمراض الجهاز الهضمي، سرداب الأمعاء في مرض كرون|سرداب الأمعاء في مرض كرون||Патология Желудочно-кишечного Тракта, Кишечная крипта при Болезни Крона|Кишечная крипта при болезни Крона||3948|1151|10 - INTESTINES PATHOLOGY - 02.jpg|10 - Intestines Pathology
Gastrointestinal Tract Pathology, Granuloma in Crohn's Disease|Granuloma in Crohn's Disease||Patología del Tracto Gastrointestinal, Granuloma en la Enfermedad de Crohn|Granuloma en la Enfermedad de Crohn||Pathologie Du Tractus Gastro-Intestinal, Granulome Dans La Maladie De Crohn|Granulome dans la maladie de Crohn||Patologia Del Tratto Gastrointestinale, Granuloma Nella Malattia Di Crohn|Granuloma Nella Malattia Di Crohn||胃肠道病理学，克罗恩病肉芽肿|克罗恩病肉芽肿||أمراض الجهاز الهضمي، الورم الحبيبي في مرض كرون|الورم الحبيبي في مرض كرون||Патология Желудочно-Кишечного Тракта, Гранулема при Болезни Крона|Гранулема при болезни Крона||1554|1972|10 - INTESTINES PATHOLOGY - 02.jpg|10 - Intestines Pathology
Gastrointestinal Tract Pathology, Colorectal Polyp|Colorectal Polyp||Patología del Tracto Gastrointestinal, Pólipo Colorrectal|Pólipo Colorrectal||Pathologie Du Tractus Gastro-Intestinal, Polype Colorectal|Polype colorectal||Patologia Del Tratto Gastrointestinale, Polipo Colorettale|Polipo Colorettale||胃肠道病理学，结肠息肉|结肠息肉||أمراض الجهاز الهضمي، سليله قولونيه مستقيمه|سليله قولونيه مستقيمه||Патология Желудочно-кишечного тракта, колоректальный полип|колоректальный полип||245|159|10 - INTESTINES PATHOLOGY - 03.jpg|10 - Intestines Pathology
